,product_id,product_name,seller_id,seller_name,seller_product_id,primary_category_name,brand_id,brand_name,discount,discount_rate,original_price,price,rating_average,review_count,shipping_code,shipping_text,completion_time
62,196839329,"Chuột không dây MOFII M3 thiết kế tai mèo kết nối bằng chip USB 2.4 và BLUETOOTH với điện thoại, máy tính,... - Hàng Chính Hãng",17740,VƯƠNG HUY TUẤN,196839335,Chuột Văn Phòng Không Dây,63744,Mofii,0,0,199000,199000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
63,230052567,"Chuột không dây pin sạc T3 Chống ồn, thích hợp cho học sinh, dân văn phòng - JL",64160,Công Nghệ July,230052569,Chuột Văn Phòng Không Dây,111461,OEM,0,0,79000,79000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
64,195639168,Chuột thông minh i-Tek Pro-S (Nhập liệu - phiên dịch bằng giọng nói),301320,Phạm Ngoc Anh i Tek,195639169,Chuột Văn Phòng Không Dây,111461,OEM,0,0,990000,990000,0.0,0,delivery_info_badge,"Giao thứ 4, ngày 31/05",2023-05-27 00:38:03.024975
65,151570429,Chuột Không Dây Bluetooth RAPOO MT550 Tối Đa 4 Thiết Bị 3 Chế Độ Kết Nối - Hàng Chính Hãng,280245,RAPOO Official Store,174865152,Chuột Văn Phòng Không Dây,20271,Rapoo,200000,29,699000,499000,4.8,22,delivery_info_badge,"Giao thứ 4, ngày 31/05",2023-05-27 00:38:03.024975
66,88998970,Chuột Không Dây M90S - Bluetooth 5.0 + Wireless 2.4G  - Pin sạc  - Chống ồn,20367,VI TÍNH NAM TRUNG HẢI,190253933,Chuột Văn Phòng Không Dây,111461,OEM,0,0,95000,95000,4.0,1,delivery_info_badge,"Giao thứ 2, ngày 29/05",2023-05-27 00:38:03.024975
67,184886268,Chuột không dây Silent A4 Tech G3-280NS màu xám đen- Hàng chính hãng,212803,Thành Nhân SINCE 1994,184886269,Chuột Văn Phòng Không Dây,48051,A4Tech,0,0,169000,169000,0.0,0,delivery_info_badge,"Giao thứ 2, ngày 29/05",2023-05-27 00:38:03.024975
68,32045801,CHUỘT SIMETECH S5500 SILENT CLICK - CHUỘT CƠ BẤM KHÔNG KÊU TIẾNG (GIAO MÀU NGẪU NHIÊN),119404,BÒN BON STORE,52322455,Chuột Văn Phòng Không Dây,229295,Simetech,0,0,199000,199000,1.0,1,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
69,9522516,Chuột máy tính không dây Newmen F266S - Hàng Chính Hãng,65781,Máy Tính Bảo Minh,24947415,Chuột Văn Phòng Không Dây,20055,Newmen,0,0,179000,179000,2.5,2,delivery_info_badge,"Giao thứ 4, ngày 31/05",2023-05-27 00:38:03.024975
70,174419861,Chuột Không Dây Bluetooth Microsoft Mouse - Hàng Chính Hãng,127051,TrustBuy,174420440,Chuột Văn Phòng Không Dây,19246,Microsoft,151000,24,640000,489000,5.0,27,tikinow,Giao siêu tốc 2H,2023-05-27 00:38:03.024975
71,39366063,Chuột sạc không dây vừa bluetooth vừa usb xài một lúc 3 thiết bị - C0011,28122,shopthoitranganhnguyen,39366072,Chuột Văn Phòng Không Dây,111461,OEM,0,0,390000,390000,5.0,1,delivery_info_badge,"Giao thứ 2, ngày 29/05",2023-05-27 00:38:03.024975
72,154786990,Chuột không dây  A4 TECH G3-280A-1-Hàng chính hãng,212803,Thành Nhân SINCE 1994,154786991,Chuột Văn Phòng Không Dây,48051,A4Tech,0,0,159000,159000,0.0,0,delivery_info_badge,"Giao thứ 2, ngày 29/05",2023-05-27 00:38:03.024975
73,253067093,"Chuột máy tính không dây Lecoo WS202 thiết kế nhỏ gọn, 3 độ phân giải DPI khác nhau - Hàng chính hãng",915,Nova Computer,253067101,Chuột Văn Phòng Không Dây,5383189,Lecoo,20000,13,159000,139000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
74,192419750,"Chuột Không Dây HAVIT MS56GT 3 Chế Độ DPI, Tích Hợp 4 Nút Điều Chỉnh - Hàng Chính Hãng",276001,Phụ Kiện DEBOX STORE,192419751,Chuột Văn Phòng Không Dây,204385,Havit,125000,50,250000,125000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
75,88998970,Chuột Không Dây M90S - Bluetooth 5.0 + Wireless 2.4G  - Pin sạc  - Chống ồn,58789,Tech7,88998971,Chuột Văn Phòng Không Dây,111461,OEM,0,0,165000,165000,4.7,3,delivery_info_badge,"Giao thứ 2, ngày 29/05",2023-05-27 00:38:03.024975
76,51060726,Chuột không dây 3D thể thao Porsche tặng miếng lót chuột - Hàng Nhập Khẩu,98879,Shop Gia Dụng Bình An,51060729,Chuột Văn Phòng Không Dây,48713,Porsche,3000,2,139000,136000,5.0,2,delivery_info_badge,"Giao thứ 4, ngày 31/05",2023-05-27 00:38:03.024975
77,50237110,CHUỘT KHÔNG DÂY SIMETECH S168 - GIAO MÀU NGẪU NHIÊN HÀNG CHÍNH HÃNG,119404,BÒN BON STORE,52322500,Chuột Văn Phòng Không Dây,229295,Simetech,0,0,149000,149000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
78,47116237,Chuột Không Dây Simetech S530 1500 DPI - Giao Màu Ngẫu Nhiên - Hàng Chính Hãng,119404,BÒN BON STORE,52322685,Chuột Văn Phòng Không Dây,229295,Simetech,0,0,169500,169500,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
79,105275161,Chuột Không Dây Văn Phòng T-Wolf Q3,189789,TWolf Computer,105275166,Chuột Văn Phòng Không Dây,111461,OEM,0,0,69000,69000,0.0,0,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
80,151564798,Chuột Không Dây Silent Wireless Và Bluetooth RAPOO M300 - Hàng chính hãng,280245,RAPOO Official Store,174863348,Chuột Văn Phòng Không Dây,20271,Rapoo,170000,34,499000,329000,4.8,38,delivery_info_badge,"Giao thứ 4, ngày 31/05",2023-05-27 00:38:03.024975
81,115483457,CHUỘT KHÔNG DÂY SILENT SIMETECH S890 - HÀNG CHÍNH HÃNG (GIAO MÀU NGẪU NHIÊN),119404,BÒN BON STORE,115483458,Chuột Văn Phòng Không Dây,229295,Simetech,0,0,98000,98000,3.3,4,delivery_info_badge,"Giao thứ 3, ngày 30/05",2023-05-27 00:38:03.024975
