,product_id,seller_id,seller_name,seller_level,all_time_quantity_sold,category_id,category_name,day_ago_created,discount,discount_rate,favourite_count,gift_item_title,inventory_status,inventory_type,list_price,quantity_sold,rating_average,review_count,url,configurable_products,1_star_count,1_star_percent,2_star_count,2_star_percent,3_star_count,3_star_percent,4_star_count,4_star_percent,5_star_count,5_star_percent,completion_time
13,73165600,333,Trọng Ân audio,TRUSTED_STORE,63.0,1815,Thiết Bị Số - Phụ Kiện Số,917,0,0,0,0 quà tặng kèm,available,backorder,1579000,63,4.1,27,https://tiki.vn/product-p73165600.html?spid=93849468,[],3,11,2,7,0,0,6,22,16,60,2023-05-27 00:38:39.073178
14,98118035,1,Tiki Trading,OFFICIAL_STORE,1.0,1838,Chuột Văn Phòng Không Dây,739,510000,20,0,0 quà tặng kèm,available,instock,2490000,1,5.0,1,https://tiki.vn/product-p98118035.html?spid=252135463,"[[98118036, ' Chuột không dây bluetooth Logitech MX Master 3 For Mac - Hàng Chính Hãng - Màu xám', 'Màu xám', 1980000, 'available']]",0,0,0,0,0,0,0,0,1,100,2023-05-27 00:38:40.652255
15,10198980,192004,Logitech Official Store,OFFICIAL_STORE,1872.0,1838,Chuột Văn Phòng Không Dây,1586,111000,32,0,0 quà tặng kèm,available,instock,350000,1872,5.0,275,https://tiki.vn/product-p10198980.html?spid=186634847,"[[135552392, 'Chuột Không Dây Logitech M220 Silent Plus - Hàng Chính Hãng - Hồng', 'Hồng', 239000, 'available'], [10198981, 'Chuột Không Dây Logitech M220 Silent Plus - Hàng Chính Hãng - Đen', 'Đen', 245000, 'available'], [135552406, 'Chuột Không Dây Logitech M220 Silent Plus - Hàng Chính Hãng - Trắng', 'Trắng', 239000, 'available']]",3,1,0,0,2,1,16,5,254,93,2023-05-27 00:38:42.379760
16,169534270,212803,Thành Nhân SINCE 1994,OFFICIAL_STORE,9.0,1838,Chuột Văn Phòng Không Dây,438,0,0,0,0 quà tặng kèm,available,backorder,1599000,9,0.0,0,https://tiki.vn/product-p169534270.html?spid=169534271,[],0,0,0,0,0,0,0,0,0,0,2023-05-27 00:38:43.941400
17,73166444,333,Trọng Ân audio,TRUSTED_STORE,83.0,1815,Thiết Bị Số - Phụ Kiện Số,914,0,0,0,0 quà tặng kèm,available,backorder,1949000,83,5.0,37,https://tiki.vn/product-p73166444.html?spid=78917486,[],0,0,0,0,0,0,2,5,35,95,2023-05-27 00:38:46.214050
18,702132,333,Trọng Ân audio,TRUSTED_STORE,46.0,1838,Chuột Văn Phòng Không Dây,2159,0,0,0,0 quà tặng kèm,available,backorder,1389000,46,4.3,15,https://tiki.vn/product-p702132.html?spid=55922250,[],2,13,0,0,1,6,1,7,11,74,2023-05-27 00:38:47.785540
19,159849415,224581,Speedss Store,NONE,5.0,1838,Chuột Văn Phòng Không Dây,487,35500,2,0,0 quà tặng kèm,available,instock,1555500,5,0.0,0,https://tiki.vn/product-p159849415.html?spid=171968514,"[[159849418, 'Chuột không dây Bluetooth Logitech MX Anywhere 3 - Hàng chính hãng - Hồng', 'Hồng', 1520000, 'available']]",0,0,0,0,0,0,0,0,0,0,2023-05-27 00:38:49.430025
20,174490279,192004,Logitech Official Store,OFFICIAL_STORE,1503.0,1838,Chuột Văn Phòng Không Dây,408,249000,29,0,0 quà tặng kèm,available,instock,869000,1503,5.0,325,https://tiki.vn/product-p174490279.html?spid=174490281,"[[174490280, 'Chuột không dây bluetooth Logitech Signature M650 - Dành cho tay có kích cỡ từ nhỏ tới trung bình, Cuộn SmartWheel, giảm ồn, các nút bên có thể tùy chỉnh - Hàng chính hãng - Màu hồng', 'Màu hồng', 620000, 'available'], [174490284, 'Chuột không dây bluetooth Logitech Signature M650 - Dành cho tay có kích cỡ từ nhỏ tới trung bình, Cuộn SmartWheel, giảm ồn, các nút bên có thể tùy chỉnh - Hàng chính hãng - Màu trắng', 'Màu trắng', 620000, 'available'], [174490282, 'Chuột không dây bluetooth Logitech Signature M650 - Dành cho tay có kích cỡ từ nhỏ tới trung bình, Cuộn SmartWheel, giảm ồn, các nút bên có thể tùy chỉnh - Hàng chính hãng - Màu Đen', 'Màu Đen', 620000, 'available'], [217472996, 'Chuột không dây bluetooth Logitech Signature M650 - Dành cho tay có kích cỡ từ nhỏ tới trung bình, Cuộn SmartWheel, giảm ồn, các nút bên có thể tùy chỉnh - Hàng chính hãng - Màu Đen - Size L', 'Màu Đen - Size L', 629000, 'available'], [217472998, 'Chuột không dây bluetooth Logitech Signature M650 - Dành cho tay có kích cỡ từ nhỏ tới trung bình, Cuộn SmartWheel, giảm ồn, các nút bên có thể tùy chỉnh - Hàng chính hãng - Màu Trắng - size L', 'Màu Trắng - size L', 629000, 'available']]",4,1,0,0,3,1,25,7,293,91,2023-05-27 00:38:51.399138
21,118536258,117842,Hưng Thịnh HN,TRUSTED_STORE,1.0,1838,Chuột Văn Phòng Không Dây,646,0,0,0,0 quà tặng kèm,available,backorder,1599000,1,0.0,0,https://tiki.vn/product-p118536258.html?spid=118536260,"[[118536259, 'Chuột không dây LOGITECH MX ANYWHERE 3 WIRELESS/BLUETOOTH - Than chì', 'Than chì', 1599000, 'available'], [118536262, 'Chuột không dây LOGITECH MX ANYWHERE 3 WIRELESS/BLUETOOTH - Xám Nhạt', 'Xám Nhạt', 1599000, 'available']]",0,0,0,0,0,0,0,0,0,0,2023-05-27 00:38:53.067658
22,216335227,60386,VNB STORE,TRUSTED_STORE,2.0,1815,Thiết Bị Số - Phụ Kiện Số,113,0,0,0,0 quà tặng kèm,available,backorder,1149000,2,0.0,0,https://tiki.vn/product-p216335227.html?spid=216335224,"[[216335228, 'Chuột không dây Bluetooth Logitech MX Anywhere 2s - nhỏ gọn, dùng mọi bề mặt, con lăn HyperFast, sạc nhanh USB-A, phù hợp Mac/ Laptop - Hàng chính hãng - Màu Đen', 'Màu Đen', 1149000, 'available']]",0,0,0,0,0,0,0,0,0,0,2023-05-27 00:38:54.623325
